Instance ID,Lambda,numSKU,numBinsPerLocation,numReplicate,Solver,numVariables,numConstraints,ConfigTimeLimit,ConfigCores,ConfigCeilingRounding,ConfigDebugInfo,ConfigMIPFeasibility,End
Instance3XS200_3_20,3,200,20,3,VGS(MIP),131584,17747,3600,MT,YCR,NDI,YF,
Instance4XS200_3_20,3,200,20,4,VGS(MIP),131575,17886,3600,MT,YCR,NDI,YF,
Instance5XS200_3_20,3,200,20,5,VGS(MIP),131582,17874,3600,MT,YCR,NDI,YF,
Instance1XS200_4_20,4,200,20,1,VGS(MIP),163584,17973,3600,MT,YCR,NDI,YF,
Instance2XS200_4_20,4,200,20,2,VGS(MIP),163583,18071,3600,MT,YCR,NDI,YF,
Instance3XS200_4_20,4,200,20,3,VGS(MIP),163581,17793,3600,MT,YCR,NDI,YF,
Instance4XS200_4_20,4,200,20,4,VGS(MIP),163582,17803,3600,MT,YCR,NDI,YF,
Instance5XS200_4_20,4,200,20,5,VGS(MIP),163581,17993,3600,MT,YCR,NDI,YF,
Instance1XS300_2_40,2,300,40,1,SCP,600,16,3600,MT,YCR,NDI,NF,
Instance1XS300_2_40,2,300,40,1,VGS(MIP),183587,19249,3600,MT,YCR,NDI,NF,
Instance2XS300_2_40,2,300,40,2,SCP,600,16,3600,MT,YCR,NDI,NF,
Instance2XS300_2_40,2,300,40,2,VGS(MIP),183588,19371,3600,MT,YCR,NDI,NF,
Instance3XS300_2_40,2,300,40,3,SCP,600,16,3600,MT,YCR,NDI,NF,
Instance3XS300_2_40,2,300,40,3,VGS(MIP),183587,19355,3600,MT,YCR,NDI,NF,
Instance4XS300_2_40,2,300,40,4,SCP,600,16,3600,MT,YCR,NDI,NF,
Instance4XS300_2_40,2,300,40,4,VGS(MIP),183580,19448,3600,MT,YCR,NDI,NF,
Instance5XS300_2_40,2,300,40,5,SCP,600,16,3600,MT,YCR,NDI,NF,
Instance5XS300_2_40,2,300,40,5,VGS(MIP),183584,19207,3600,MT,YCR,NDI,NF,
Instance1XS300_3_40,3,300,40,1,SCP,600,25,3600,MT,YCR,NDI,NF,
Instance1XS300_3_40,3,300,40,1,VGS(MIP),291590,19338,3600,MT,YCR,NDI,NF,
Instance2XS300_3_40,3,300,40,2,SCP,600,25,3600,MT,YCR,NDI,NF,
Instance2XS300_3_40,3,300,40,2,VGS(MIP),291594,19490,3600,MT,YCR,NDI,NF,
Instance3XS300_3_40,3,300,40,3,SCP,600,25,3600,MT,YCR,NDI,NF,
Instance3XS300_3_40,3,300,40,3,VGS(MIP),291589,19387,3600,MT,YCR,NDI,NF,
Instance4XS300_3_40,3,300,40,4,SCP,600,25,3600,MT,YCR,NDI,NF,
Instance4XS300_3_40,3,300,40,4,VGS(MIP),291591,19558,3600,MT,YCR,NDI,NF,
Instance5XS300_3_40,3,300,40,5,SCP,600,25,3600,MT,YCR,NDI,NF,
Instance5XS300_3_40,3,300,40,5,VGS(MIP),291581,19286,3600,MT,YCR,NDI,NF,
Instance1XS300_4_40,4,300,40,1,SCP,600,31,3600,MT,YCR,NDI,NF,
Instance1XS300_4_40,4,300,40,1,VGS(MIP),363588,19114,3600,MT,YCR,NDI,NF,
Instance2XS300_4_40,4,300,40,2,SCP,600,31,3600,MT,YCR,NDI,NF,
Instance2XS300_4_40,4,300,40,2,VGS(MIP),363585,19388,3600,MT,YCR,NDI,NF,
Instance3XS300_4_40,4,300,40,3,SCP,600,31,3600,MT,YCR,NDI,NF,
Instance3XS300_4_40,4,300,40,3,VGS(MIP),363593,19469,3600,MT,YCR,NDI,NF,
Instance4XS300_4_40,4,300,40,4,SCP,600,31,3600,MT,YCR,NDI,NF,
Instance4XS300_4_40,4,300,40,4,VGS(MIP),363589,19392,3600,MT,YCR,NDI,NF,
Instance5XS300_4_40,4,300,40,5,SCP,600,31,3600,MT,YCR,NDI,NF,
Instance5XS300_4_40,4,300,40,5,VGS(MIP),363592,19447,3600,MT,YCR,NDI,NF,
Instance1XS400_2_40,2,400,40,1,SCP,800,21,3600,MT,YCR,NDI,NF,
Instance1XS400_2_40,2,400,40,1,VGS(MIP),323589,20375,3600,MT,YCR,NDI,NF,
Instance2XS400_2_40,2,400,40,2,SCP,800,21,3600,MT,YCR,NDI,NF,
Instance2XS400_2_40,2,400,40,2,VGS(MIP),323592,20648,3600,MT,YCR,NDI,NF,
Instance3XS400_2_40,2,400,40,3,SCP,800,21,3600,MT,YCR,NDI,NF,
Instance3XS400_2_40,2,400,40,3,VGS(MIP),323592,20615,3600,MT,YCR,NDI,NF,
Instance4XS400_2_40,2,400,40,4,SCP,800,21,3600,MT,YCR,NDI,NF,
Instance4XS400_2_40,2,400,40,4,VGS(MIP),323594,20405,3600,MT,YCR,NDI,NF,
Instance5XS400_2_40,2,400,40,5,SCP,798,21,3600,MT,YCR,NDI,NF,
Instance5XS400_2_40,2,400,40,5,VGS(MIP),322791,20332,3600,MT,YCR,NDI,NF,
Instance1XS400_3_40,3,400,40,1,SCP,800,33,3600,MT,YCR,NDI,NF,
Instance1XS400_3_40,3,400,40,1,VGS(MIP),515584,20500,3600,MT,YCR,NDI,NF,
Instance2XS400_3_40,3,400,40,2,SCP,800,33,3600,MT,YCR,NDI,NF,
Instance2XS400_3_40,3,400,40,2,VGS(MIP),515585,20614,3600,MT,YCR,NDI,NF,
Instance3XS400_3_40,3,400,40,3,SCP,800,33,3600,MT,YCR,NDI,NF,
Instance3XS400_3_40,3,400,40,3,VGS(MIP),515588,20623,3600,MT,YCR,NDI,NF,
Instance4XS400_3_40,3,400,40,4,SCP,800,33,3600,MT,YCR,NDI,NF,
Instance4XS400_3_40,3,400,40,4,VGS(MIP),515588,20526,3600,MT,YCR,NDI,NF,
Instance5XS400_3_40,3,400,40,5,SCP,800,33,3600,MT,YCR,NDI,NF,
Instance5XS400_3_40,3,400,40,5,VGS(MIP),515592,20396,3600,MT,YCR,NDI,NF,
Instance1XS400_4_40,4,400,40,1,SCP,800,41,3600,MT,YCR,NDI,NF,
Instance1XS400_4_40,4,400,40,1,VGS(MIP),,,3600,MT,YCR,NDI,NF,
Instance2XS400_4_40,4,400,40,2,SCP,800,41,3600,MT,YCR,NDI,NF,
Instance2XS400_4_40,4,400,40,2,VGS(MIP),,,3600,MT,YCR,NDI,NF,
Instance3XS400_4_40,4,400,40,3,SCP,800,41,3600,MT,YCR,NDI,NF,
Instance3XS400_4_40,4,400,40,3,VGS(MIP),,,3600,MT,YCR,NDI,NF,
Instance4XS400_4_40,4,400,40,4,SCP,800,41,3600,MT,YCR,NDI,NF,
Instance4XS400_4_40,4,400,40,4,VGS(MIP),,,3600,MT,YCR,NDI,NF,
Instance5XS400_4_40,4,400,40,5,SCP,800,41,3600,MT,YCR,NDI,NF,
Instance5XS400_4_40,4,400,40,5,VGS(MIP),,,3600,MT,YCR,NDI,NF,
,,,,,,,,,,,,,
